timestamp,pnl,long_call,short_call,long_put,short_put,long_call_ltp,short_call_ltp,long_put_ltp,short_put_ltp,hedge_call,hedge_put,hedge_call_ltp,hedge_put_ltp,long_call_entry,short_call_entry,long_put_entry,short_put_entry,hedge_call_qty,hedge_put_qty,qty_long,qty_short,net_credit,shift_points
2024-11-22 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-11-23 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-11-24 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-11-25 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-11-26 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-12-27 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-12-28 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-12-29 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-12-30 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2024-12-31 15:16:00,0.0,24250,24050,23450,23650,0.0,0.0,0.0,0.0,24850,22850,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2025-01-24 15:16:00,0.0,23500,23300,22700,22900,0.0,0.0,0.0,0.0,24100,22100,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2025-01-25 15:16:00,0.0,23500,23300,22700,22900,0.0,0.0,0.0,0.0,24100,22100,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2025-01-26 15:16:00,0.0,23500,23300,22700,22900,0.0,0.0,0.0,0.0,24100,22100,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
2025-01-27 15:16:00,0.0,23500,23300,22700,22900,0.0,0.0,0.0,0.0,24100,22100,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,0.0,0
