date,weekday,entry_attempted,entry_outcome,entry_block_reason,spot_open,spot_close,combined_premium_pct,iv_rank,iv_skew,oi_skew,volume_skew,call_oi_max_strike,put_oi_max_strike,spot_return_1,spot_return_3,spot_return_5,spot_trend_20,spot_trend_50,spot_trend_100,spot_volatility,spot_intraday_range_pct,call_oi_change,put_oi_change,events,event_count,event_tags,has_position,structure,entry_date,target_expiry,target_days_remaining,current_pnl,best_pnl,close_reason,close_pnl,ml_exit_prob,ml_exit_decision
2025-01-06,0,True,OPENED,,24039.65,23629.6,0.0285341092736375,0.3143949655474357,-0.1202264068341592,-0.1201173176909745,0.1938775510204081,24150,23750,0.0001989426410269,0.0001248590045561,0.0004297305822107,0.0004778867034315,0.0005342784540683,7.35599655707016e-05,0.0004524085471851,0.0222365211976545,-375775.0,-906925.0,[],0,,False,STRANGLE,2025-01-06T09:15:00+05:30,2025-01-14T00:00:00,8.0,,,weekly_stop,-7075.0,0.423388980787186,HOLD
2025-01-07,1,True,,gap_guard,23755.6,23694.6,0.030645405714863,0.4126069755997349,-0.103916425018877,0.0214451169394007,-0.0526315789473684,23750,23550,-0.0001265950982377,-0.0001835524358675,-0.00037968916114,-0.0003405867559833,-0.0004807720447666,-0.0006573956018484,0.0002690278626153,0.0065416613256058,0.0,0.0,[],0,,False,,,,,,,,,,
2025-01-08,2,True,OPENED,,23702.75,23675.2,0.0288827245783717,0.0902544184686244,-0.1173962890632417,-0.1871901989220546,-0.4007617435463394,24000,24000,-0.0004939439099249,-0.0007027733165623,-0.0007365153328142,-0.000592136180315,-0.0004852931646767,0.0002101130266782,0.0002471673493571,0.0092787328829188,0.0,0.0,[],0,,False,IRON_CONDOR,2025-01-08T09:15:00+05:30,2025-01-21T00:00:00,13.0,,,weekly_stop,175.0,3.6166105058321194e-06,HOLD
2025-01-09,3,True,OPENED,,23643.7,23557.2,0.0272609616938127,0.0814023967470797,-0.0923196271198046,-0.1278092297135014,-0.6807511737089202,23750,23550,8.27840927182244e-05,0.0005224061261674,0.0006562808627226,0.0008267940907657,0.0011558647538062,0.0011343391081588,0.0002052916196357,0.0060379400814783,0.0,0.0,[],0,,False,STRANGLE,2025-01-09T09:15:00+05:30,2025-01-21T00:00:00,12.0,,,hard_exit,-895.0000000000073,3.6166105058321194e-06,HOLD
2025-01-10,4,False,,,23572.05,23437.35,0.0273162495412999,0.0,-0.1168986424811044,-0.2766139899546735,-0.4929577464788732,23750,23250,-0.000219686466887,-5.973014772553409e-05,-0.0002111567550966,0.0001268682562175,0.0002543532764586,-0.0002770611774134,0.0002572072716413,0.0104445890078594,0.0,0.0,[],0,,False,,,,,,,,,,
2025-01-13,0,True,,gap_guard,23217.65,23088.7,0.0278064317448148,0.891548605447508,-0.0352703195209958,-0.769167603077189,-0.1516723549488054,23500,23000,-2.165556818756187e-06,-8.662170999929053e-06,-4.33093543874552e-05,1.5706424649741798e-05,-4.590389229178945e-05,-0.0006785927807601,0.0001942184955376,0.0124189671498287,0.0,0.0,[],0,,False,,,,,,,,,,
2025-01-14,1,True,OPENED,,23203.75,23206.85,0.0255562139740343,0.3893742009974466,-0.07436936213593,-0.2813011592775478,0.0077332875064444,23500,23000,-0.0006050583741372,0.000114203463166,0.0004224675120327,0.0006372909056088,0.0010928057711601,0.0012977576863137,0.0002327260154926,0.0054271196932441,0.0,0.0,[],0,,True,STRANGLE,2025-01-14T09:15:00+05:30,2025-01-21T00:00:00,7.0,2879.9999999999927,2879.9999999999927,,,3.6166105058321194e-06,HOLD
2025-01-15,2,False,,,23240.9,23228.1,0.0236286030231187,0.807586525627228,-0.0813893361651726,-0.304329389814697,-0.0866141732283464,23250,23250,0.0004974899371352,0.0005492055902667,0.0004328528881623,0.0006019193647493,0.0008689188987807,0.0010734490171903,0.0003092054985637,0.006077441764111,-949125.0,-1081625.0,[],0,,False,STRANGLE,2025-01-14T09:15:00+05:30,2025-01-21T00:00:00,6.0,,,target_hit,8000.0,0.423388980787186,HOLD
2025-01-16,3,True,OPENED,,23334.0,23350.8,0.0213872460786834,0.1392555082399172,-0.0744256465292285,-0.3573481509867791,-0.0091047040971168,23250,23250,0.0003277192666799,0.0011962491799903,0.0011254236416136,0.0012364367298655,0.0015432511398885,0.0016000494636018,0.0002204951862734,0.0031341452710586,0.0,0.0,[],0,,False,STRANGLE,2025-01-16T09:15:00+05:30,2025-01-28T00:00:00,12.0,,,hard_exit,-2274.9999999999927,3.6166105058321194e-06,HOLD
2025-01-17,4,False,,,23200.3,23203.1,0.0225859148373081,0.6624602573548831,0.0055652667066438,-0.1648072646404744,-0.2415764139590854,23500,23000,9.482390769322002e-05,7.758185963724351e-05,-3.0167472569231357e-05,-1.629632845295357e-05,-0.0001826522719234,-0.0001586084817399,0.0001338490778044,0.0069756496960242,0.0,0.0,[],0,,False,,,,,,,,,,
2025-01-20,0,True,OPENED,,23242.7,23337.05,0.0210840392897554,0.5671790648689622,-0.0043564522057413,-0.0744266551276503,0.3250239693192713,23250,23250,0.0,0.0002593116454501,8.356510149942764e-05,-0.0001029411541375,-0.0003335374170239,-0.0004006314212178,0.0001593642359485,0.0089279224194327,0.0,0.0,[],0,,True,STRANGLE,2025-01-20T09:15:00+05:30,2025-01-28T00:00:00,8.0,2329.9999999999927,2329.9999999999927,,,3.6166105058321194e-06,HOLD
2025-01-21,1,False,,,23391.05,23053.05,0.0194711225019826,0.1822313258973498,-0.0519908449624219,-0.0277822257806245,0.0788111784710927,23500,23500,0.0003840445752076,0.0005056116381816,0.0004469952588124,0.0007228530178795,0.000253796610464,-0.0014120526702137,0.0002443736484366,0.0188738858942199,-2000.0,-1625.0,[],0,,True,STRANGLE,2025-01-20T09:15:00+05:30,2025-01-28T00:00:00,7.0,2084.9999999999927,2329.9999999999927,,,3.6166105058321194e-06,HOLD
2025-01-22,2,False,,,23100.05,23161.75,0.0195605637217235,0.4768728189785702,-0.0598703682797111,-0.1480832253639204,-0.1197722793956645,23200,23000,0.0002418364019924,0.0001122666419104,0.0002850337829811,0.00031341603497,0.0009463383522768,0.0021071142681097,0.0002320773993876,0.0078173055547761,0.0,0.0,[],0,,False,STRANGLE,2025-01-20T09:15:00+05:30,2025-01-28T00:00:00,6.0,,,target_hit,9964.999999999993,3.6166105058321194e-06,HOLD
2025-01-23,3,True,OPENED,,23099.6,23216.3,0.0165479055914388,0.3318402745266376,-0.0046302060729181,-0.0086377142171133,-0.1352868166855539,23200,23000,0.0002520416450348,0.0003770324743457,0.0004610955976143,0.0003892972087347,0.0001466406195741,-0.0002024427681349,0.0001929339986733,0.007211807077714,0.0,0.0,[],0,,False,STRANGLE,2025-01-23T09:15:00+05:30,2025-02-04T00:00:00,12.0,,,hard_exit,220.0,3.6166105058321194e-06,HOLD
2025-01-24,4,False,,,23236.3,23090.35,0.0162224622680891,1.0,0.0151848571613615,0.0734095499134449,-0.0177052837027742,23250,23250,0.0001017844767843,9.961863388197044e-05,-4.330794765916579e-06,1.11869286365937e-05,-0.0001927117219258,-0.0011177459462224,0.0002225918522784,0.0122872434981698,0.0,0.0,[],0,,False,,,,,,,,,,
2025-01-27,0,True,,premium_lt_min,22943.05,22816.85,0.0151244058658286,0.9455051400092448,0.0304590754927507,-0.3689193316172942,-0.1930724551659812,23250,23250,-2.8486906979319215e-05,-0.0003045066991473,-0.0002147074610843,-0.0003844027175668,-0.0004179584925098,-0.0006895689803708,0.000166876428894,0.0090681852761535,0.0,0.0,[],0,,False,,,,,,,,,,
2025-01-28,1,True,,premium_lt_min,22936.15,22976.3,0.0121860033179064,0.0522532281744085,-0.0259695988267931,0.3138531415594247,0.0909228901032179,23250,22850,-7.615963930795999e-05,-0.0001240254752679,0.0001675920504777,0.0002307780048532,-0.0005500899903925,-0.0014874456823089,0.0003201471119123,0.0117212237796246,0.0,0.0,[],0,,False,,,,,,,,,,
2025-01-29,2,True,,premium_lt_min,23037.5,23176.2,0.0114791101465002,0.0,-0.0911825414447249,0.0329243706296326,0.2441132194695857,23250,22950,0.0002352103406233,4.96223309118804e-05,-3.235973672122139e-05,0.0004383765329027,0.0008602343143221,0.0011410669506298,0.0001420606499395,0.0082711487059341,1754650.0,218300.0,[],0,,False,,,,,,,,,,
