timestamp,pnl,long_call,short_call,long_put,short_put,long_call_ltp,short_call_ltp,long_put_ltp,short_put_ltp,long_call_entry,short_call_entry,long_put_entry,short_put_entry,qty_long,qty_short
2025-02-23 15:15:00,0.0,23100.0,23300.0,22500.0,22300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-02-24 15:15:00,0.0,23100.0,23300.0,22500.0,22300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-02-25 15:15:00,0.0,23100.0,23300.0,22500.0,22300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-03-21 15:15:00,0.0,23700.0,23900.0,23100.0,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-03-22 15:15:00,0.0,23700.0,23900.0,23100.0,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-03-23 15:15:00,0.0,23700.0,23900.0,23100.0,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-03-24 15:15:00,0.0,23700.0,23900.0,23100.0,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-03-25 15:15:00,0.0,23700.0,23900.0,23100.0,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-04-25 15:15:00,0.0,24300.0,24500.0,23700.0,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-04-26 15:15:00,0.0,24300.0,24500.0,23700.0,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-04-27 15:15:00,0.0,24300.0,24500.0,23700.0,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-04-28 15:15:00,0.0,24300.0,24500.0,23700.0,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-04-29 15:15:00,0.0,24300.0,24500.0,23700.0,23500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-05-23 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-05-24 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-05-25 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-05-26 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-05-27 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-06-20 15:15:00,0.0,25400.0,25600.0,24800.0,24600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-06-21 15:15:00,0.0,25400.0,25600.0,24800.0,24600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-06-22 15:15:00,0.0,25400.0,25600.0,24800.0,24600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-06-23 15:15:00,0.0,25400.0,25600.0,24800.0,24600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-06-24 15:15:00,0.0,25400.0,25600.0,24800.0,24600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-07-25 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-07-26 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-07-27 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-07-28 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-07-29 15:15:00,0.0,25100.0,25300.0,24500.0,24300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-08-22 15:15:00,0.0,25200.0,25400.0,24600.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-08-23 15:15:00,0.0,25200.0,25400.0,24600.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-08-24 15:15:00,0.0,25200.0,25400.0,24600.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-08-25 15:15:00,0.0,25200.0,25400.0,24600.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-08-26 15:15:00,0.0,25200.0,25400.0,24600.0,24400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-09-26 15:15:00,0.0,25000.0,25200.0,24400.0,24200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-09-27 15:15:00,0.0,25000.0,25200.0,24400.0,24200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-09-28 15:15:00,0.0,25000.0,25200.0,24400.0,24200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-09-29 15:15:00,0.0,25000.0,25200.0,24400.0,24200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-09-30 15:15:00,0.0,25000.0,25200.0,24400.0,24200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-10-24 15:15:00,0.0,26100.0,26300.0,25500.0,25300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-10-25 15:15:00,0.0,26100.0,26300.0,25500.0,25300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-10-26 15:15:00,0.0,26100.0,26300.0,25500.0,25300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-10-27 15:15:00,0.0,26100.0,26300.0,25500.0,25300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-10-28 15:15:00,0.0,26100.0,26300.0,25500.0,25300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
