timestamp,pnl,long_call,short_call,long_put,short_put,long_call_ltp,short_call_ltp,long_put_ltp,short_put_ltp,long_call_entry,short_call_entry,long_put_entry,short_put_entry,qty_long,qty_short
2024-11-22 15:15:00,0.0,24200.0,24400.0,23600.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-11-23 15:15:00,0.0,24200.0,24400.0,23600.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-11-24 15:15:00,0.0,24200.0,24400.0,23600.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-11-25 15:15:00,0.0,24200.0,24400.0,23600.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-11-26 15:15:00,0.0,24200.0,24400.0,23600.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-12-27 15:15:00,0.0,24100.0,24300.0,23500.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-12-28 15:15:00,0.0,24100.0,24300.0,23500.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-12-29 15:15:00,0.0,24100.0,24300.0,23500.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-12-30 15:15:00,0.0,24100.0,24300.0,23500.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2024-12-31 15:15:00,0.0,24100.0,24300.0,23500.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-01-24 15:15:00,0.0,23400.0,23600.0,22800.0,22600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-01-25 15:15:00,0.0,23400.0,23600.0,22800.0,22600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-01-26 15:15:00,0.0,23400.0,23600.0,22800.0,22600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-01-27 15:15:00,0.0,23400.0,23600.0,22800.0,22600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-01-28 15:15:00,0.0,23400.0,23600.0,22800.0,22600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-02-21 15:15:00,0.0,23100.0,23300.0,22500.0,22300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
2025-02-22 15:15:00,0.0,23100.0,23300.0,22500.0,22300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
